country_code,cellphone,TIENE_HERMANO,PAGO_MATRICULA,PAGO_CLASES,DEBE_MATRICULA,DEBE_CLASES,SALDO_NETO_REAL,SALDO_NETO_PALABRA,HISTORIAL_ASISTENCIA_Y_PAGOS,nombre_estudiante,CUANTAS_CLASES_LLEVAMOS,CUANTAS_CLASES_ASISTIO,CUANTAS_CLASES_ASISTIO_CON_PAGO,CUANTAS_CLASES_ASISTIO_SIN_PAGO,CUANTAS_CLASES_NO_HA_ASISTIDO,ASISTIO_SI_NO_A_LA_ULTIMA_CLASE,ASISTIO_ULTIMOS_3_MESES,COLEGIO,COLEGIO_SLUG,GRUPO,CORREO,CONTRASENA,all_phone_numbers
57,+57 3230704771,NO,24163,90000,19737,150000,-55574,DEBE:55574,2024-01-01: 15000|2024-01-08: 10000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 15000|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: NO_ASISTIO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 10000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: 10000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: 15000|2024-07-01: 20000|2024-07-08: NO_ASISTIO|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO|2024-08-12: 10000|2024-08-19: NO_ASISTIO|2024-08-26: NO_ASISTIO|2024-09-02: 20000|2024-09-09: NO_ASISTIO|2024-09-16: NO_ASISTIO|2024-09-23: NO_ASISTIO|2024-09-30: NO_ASISTIO|2024-10-07: NO_ASISTIO|2024-10-14: NO_ASISTIO,Maria Perez,42,24,9,15,18,SI,NO,Instituto Central,instituto-central,Grupo 1,maria.perez733@mail.com,5UH9g9xM,+57 3230704771;+57 3688093503
57,+57 3010175766,SI,25512,192000,27438,144000,46074,A_FAVOR:46074,2024-01-01: 18000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 8000|2024-01-29: 13000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 8000|2024-02-19: 13000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: NO_ASISTIO|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: NO_ASISTIO|2024-04-22: 18000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 8000|2024-05-13: 8000|2024-05-20: 13000|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 13000|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: 13000|2024-07-01: NO_ASISTIO|2024-07-08: NO_ASISTIO|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: NO_ASISTIO|2024-07-29: 8000|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: 8000|2024-08-19: 18000|2024-08-26: 8000|2024-09-02: 8000|2024-09-09: 13000|2024-09-16: NO_ASISTIO|2024-09-23: 8000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: ASISTIO_SIN_PAGO|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: 18000|2024-11-04: 18000|2024-11-11: 8000|2024-11-18: NO_ASISTIO|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: ASISTIO_SIN_PAGO|2024-12-09: NO_ASISTIO|2024-12-16: 13000|2024-12-23: 13000|2024-12-30: ASISTIO_SIN_PAGO|2025-01-06: ASISTIO_SIN_PAGO|2025-01-13: NO_ASISTIO|2025-01-20: NO_ASISTIO|2025-01-27: NO_ASISTIO|2025-02-03: 8000,Pedro Lopez,58,42,24,18,16,NO,SI,Colegio Nueva Era,colegio-nueva-era,Grupo 2,pedro.lopez792@mail.com,s1P1ipRj,+57 3010175766;+57 3550627338
57,+57 3038408838,NO,40661,90000,16978,130000,-16317,DEBE:16317,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 20000|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 15000|2024-02-05: NO_ASISTIO|2024-02-12: 20000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: NO_ASISTIO|2024-04-08: 15000|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: 20000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: 15000|2024-06-03: 20000|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 20000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 10000,Laura Lopez,27,22,9,13,5,SI,SI,Colegio San José,colegio-san-jose,Grupo 2,laura.lopez476@mail.com,uU8SMwXE,+57 3038408838;+57 3509152902
57,+57 3486332285,SI,21150,56000,29982,80000,-32832,DEBE:32832,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 18000|2024-01-29: 8000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: 8000|2024-04-01: 13000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 8000|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 8000|2024-06-17: NO_ASISTIO|2024-06-24: 18000,Sofia Garcia,26,17,7,10,9,SI,SI,Instituto Central,instituto-central,Grupo 2,sofia.garcia724@mail.com,IpFVGQn0,+57 3486332285;+57 3392092710
57,+57 3151915165,NO,452,70000,33357,120000,-82905,DEBE:82905,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: 20000|2024-01-29: 20000|2024-02-05: NO_ASISTIO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: 10000|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 10000|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: NO_ASISTIO|2024-04-22: NO_ASISTIO|2024-04-29: NO_ASISTIO|2024-05-06: 15000|2024-05-13: 15000|2024-05-20: 10000|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: NO_ASISTIO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: NO_ASISTIO,Sofia Martinez,27,19,7,12,8,NO,SI,Instituto Central,instituto-central,Grupo 2,sofia.martinez912@mail.com,v6FPD28N,+57 3151915165;+57 3849132012
57,+57 3112308739,SI,1169,48000,31649,56000,-38480,DEBE:38480,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: 13000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 18000|2024-03-18: NO_ASISTIO|2024-03-25: 8000|2024-04-01: NO_ASISTIO|2024-04-08: NO_ASISTIO|2024-04-15: 8000|2024-04-22: 18000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: 18000|2024-05-20: NO_ASISTIO|2024-05-27: NO_ASISTIO,Pedro Perez,22,13,6,7,9,SI,SI,Colegio San José,colegio-san-jose,Grupo 4,pedro.perez651@mail.com,mtJvGIYR,+57 3112308739;+57 3853916406
57,+57 3303169702,NO,2194,60000,25665,100000,-63471,DEBE:63471,2024-01-01: 20000|2024-01-08: NO_ASISTIO|2024-01-15: 10000|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 20000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 15000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: 10000|2024-04-22: NO_ASISTIO|2024-04-29: 10000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: NO_ASISTIO,Juan Perez,21,16,6,10,5,SI,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 1,juan.perez169@mail.com,Pl9zuZhp,+57 3303169702;+57 3585322549
57,+57 3360606462,NO,3619,230000,24379,130000,79240,A_FAVOR:79240,2024-01-01: 20000|2024-01-08: NO_ASISTIO|2024-01-15: 20000|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 20000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 10000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 15000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 15000|2024-03-25: 15000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: 15000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: 15000|2024-05-13: 15000|2024-05-20: NO_ASISTIO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: 20000|2024-06-10: 15000|2024-06-17: 10000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 10000|2024-07-08: NO_ASISTIO|2024-07-15: NO_ASISTIO|2024-07-22: NO_ASISTIO|2024-07-29: 15000|2024-08-05: 15000|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 20000|2024-09-02: NO_ASISTIO|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: 10000|2024-09-23: 20000|2024-09-30: 10000|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 15000|2024-10-21: 10000|2024-10-28: NO_ASISTIO|2024-11-04: 10000|2024-11-11: ASISTIO_SIN_PAGO,Valentina Garcia,46,36,23,13,10,SI,NO,Colegio San José,colegio-san-jose,Grupo 1,valentina.garcia890@mail.com,CIpkM1rv,+57 3360606462;+57 3485182695
57,+57 3890349765,NO,49169,180000,49505,220000,-40336,DEBE:40336,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: 20000|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: NO_ASISTIO|2024-03-11: 10000|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: 10000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: 15000|2024-05-06: 20000|2024-05-13: NO_ASISTIO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: 20000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: 20000|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: 15000|2024-08-05: NO_ASISTIO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: NO_ASISTIO|2024-08-26: 15000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: NO_ASISTIO|2024-09-16: 15000|2024-09-23: 15000|2024-09-30: NO_ASISTIO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 15000|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: ASISTIO_SIN_PAGO|2024-11-04: 15000|2024-11-11: 15000|2024-11-18: 20000|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: ASISTIO_SIN_PAGO|2024-12-09: ASISTIO_SIN_PAGO|2024-12-16: NO_ASISTIO|2024-12-23: 10000|2024-12-30: NO_ASISTIO|2025-01-06: ASISTIO_SIN_PAGO|2025-01-13: 10000|2025-01-20: ASISTIO_SIN_PAGO|2025-01-27: ASISTIO_SIN_PAGO|2025-02-03: 20000|2025-02-10: NO_ASISTIO|2025-02-17: NO_ASISTIO,Andres Martinez,60,40,18,22,20,NO,SI,Colegio San José,colegio-san-jose,Grupo 4,andres.martinez540@mail.com,97BPXcfk,+57 3890349765;+57 3750464554
57,+57 3288789591,SI,35898,120000,41491,136000,-21593,DEBE:21593,2024-01-01: 8000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 8000|2024-01-22: NO_ASISTIO|2024-01-29: 8000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 8000|2024-02-19: 18000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: NO_ASISTIO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 13000|2024-05-13: NO_ASISTIO|2024-05-20: NO_ASISTIO|2024-05-27: 18000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: NO_ASISTIO|2024-07-15: 13000|2024-07-22: 18000|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: NO_ASISTIO|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: NO_ASISTIO|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: NO_ASISTIO|2024-09-16: NO_ASISTIO|2024-09-23: NO_ASISTIO|2024-09-30: NO_ASISTIO|2024-10-07: NO_ASISTIO|2024-10-14: 13000|2024-10-21: NO_ASISTIO|2024-10-28: 8000|2024-11-04: NO_ASISTIO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: NO_ASISTIO|2024-11-25: NO_ASISTIO|2024-12-02: 8000|2024-12-09: NO_ASISTIO|2024-12-16: NO_ASISTIO|2024-12-23: NO_ASISTIO|2024-12-30: 8000|2025-01-06: 13000|2025-01-13: ASISTIO_SIN_PAGO|2025-01-20: NO_ASISTIO|2025-01-27: ASISTIO_SIN_PAGO|2025-02-03: NO_ASISTIO|2025-02-10: 18000|2025-02-17: NO_ASISTIO,Maria Gomez,60,32,15,17,28,SI,NO,Instituto Central,instituto-central,Grupo 1,maria.gomez519@mail.com,OcSbqHqB,+57 3288789591;+57 3440853273
57,+57 3382552154,NO,20062,120000,39040,180000,-78978,DEBE:78978,2024-01-01: 15000|2024-01-08: 15000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 15000|2024-03-04: 20000|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 15000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 20000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: NO_ASISTIO|2024-06-03: 20000|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 20000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: 15000|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: 10000|2024-08-26: NO_ASISTIO|2024-09-02: NO_ASISTIO|2024-09-09: NO_ASISTIO|2024-09-16: 20000|2024-09-23: 15000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: NO_ASISTIO,Sofia Gomez,42,30,12,18,12,SI,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 2,sofia.gomez691@mail.com,cIFh3DbW,+57 3382552154;+57 3332837377
57,+57 3196415438,NO,5306,130000,9230,170000,-43924,DEBE:43924,2024-01-01: 20000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: 20000|2024-01-29: NO_ASISTIO|2024-02-05: 10000|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: 20000|2024-03-11: 15000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: NO_ASISTIO|2024-04-29: 10000|2024-05-06: 20000|2024-05-13: NO_ASISTIO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: NO_ASISTIO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 20000|2024-06-24: NO_ASISTIO|2024-07-01: NO_ASISTIO|2024-07-08: NO_ASISTIO|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: NO_ASISTIO|2024-08-12: NO_ASISTIO|2024-08-19: NO_ASISTIO|2024-08-26: ASISTIO_SIN_PAGO|2024-09-02: 10000|2024-09-09: NO_ASISTIO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 20000|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: 10000|2024-11-04: 20000|2024-11-11: 10000,Carlos Martinez,46,30,13,17,16,SI,SI,Instituto Central,instituto-central,Grupo 1,carlos.martinez754@mail.com,1loV14HE,+57 3196415438;+57 3949120728
57,+57 3522320405,NO,44311,50000,12901,110000,-28590,DEBE:28590,2024-01-01: NO_ASISTIO|2024-01-08: 20000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: 20000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 20000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 20000|2024-05-13: 20000|2024-05-20: ASISTIO_SIN_PAGO,Andres Martinez,21,16,5,11,5,NO,SI,Colegio Nueva Era,colegio-nueva-era,Grupo 1,andres.martinez314@mail.com,xPB4VrbP,+57 3522320405;+57 3565589021
57,+57 3147709873,NO,29842,80000,48084,100000,-38242,DEBE:38242,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: 10000|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: 15000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: 15000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 20000|2024-05-13: 15000|2024-05-20: 15000|2024-05-27: 20000|2024-06-03: NO_ASISTIO|2024-06-10: 15000|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: NO_ASISTIO,Maria Perez,26,18,8,10,8,NO,NO,Academia Futuro,academia-futuro,Grupo 4,maria.perez744@mail.com,Dte9pnfr,+57 3147709873;+57 3266310445
57,+57 3377810296,NO,7439,70000,15154,150000,-87715,DEBE:87715,2024-01-01: 20000|2024-01-08: 15000|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: NO_ASISTIO|2024-02-12: 10000|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 20000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 15000|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: 15000|2024-07-22: 10000|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO,Pedro Lopez,32,22,7,15,10,SI,SI,Instituto Central,instituto-central,Grupo 4,pedro.lopez103@mail.com,PC4C6cBP,+57 3377810296;+57 3677030897
57,+57 3687290909,NO,26943,170000,42755,210000,-55812,DEBE:55812,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 10000|2024-02-05: 10000|2024-02-12: 15000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 20000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 20000|2024-04-15: 15000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: 15000|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: NO_ASISTIO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 20000|2024-07-15: 10000|2024-07-22: 20000|2024-07-29: NO_ASISTIO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: 15000|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 20000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: NO_ASISTIO|2024-09-30: 10000|2024-10-07: 20000|2024-10-14: 20000|2024-10-21: NO_ASISTIO|2024-10-28: 20000|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: 10000|2024-11-25: NO_ASISTIO,Andres Perez,48,38,17,21,10,NO,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 1,andres.perez114@mail.com,1j6swHhs,+57 3687290909;+57 3450706014
57,+57 3868245797,NO,34268,80000,32986,60000,21282,A_FAVOR:21282,2024-01-01: 15000|2024-01-08: 20000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: NO_ASISTIO|2024-02-12: 10000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: 10000|2024-04-01: NO_ASISTIO|2024-04-08: 20000|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: 20000|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: NO_ASISTIO|2024-05-20: 20000|2024-05-27: NO_ASISTIO|2024-06-03: 15000|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO,Andres Martinez,25,14,8,6,11,SI,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 1,andres.martinez430@mail.com,sCCMCd7x,+57 3868245797;+57 3962861221
